User_ID	Retweet_Frequency
2164876369	1403
20295763	245
922279172	10
138459524	4
619703810	325
221874441	438
106196838	501
1959937440	1149
2254241604	489
2532553697	187
2238181819	758
2787059462	86
27813235	24
2471978304	2
331732009	27
243690703	17
2399018406	249
1519852572	50
360519215	280
559253606	4
22598803	23
119099353	165
69666298	70
38589890	12
2238810129	17
450919703	3
9648652	15
369060064	57
2560473171	554
2505953110	461
149726145	222
1251255684	1
16173435	46
426802833	401
714754044	2
330488319	620
446228264	32
878482088	38
2248843554	64
786298499235192832	4
247724036	2
140424304	1
785833383641296896	1
130684893	39
4541361673	50
292590965	35
576470615	353
3824403809	1056
2210769230	1131
2484289233	426
2452550524	61
133053684	25
366595579	43
8839632	127
23022687	159
783114170644303872	24
69190453	231
2805114728	45
581856800	35
711259545977430016	90
800791608409014272	6
15639026	1
97796218	11
3065793067	232
595129211	138
17407576	142
2569806414	14
1239698064	748
1706434206	67
869637348	1865
54159671	74
3235586065	1
2183018672	11
2319334063	3
218603657	16
1656253610	1687
432686670	14
3252175408	2
194663746	24
16193222	50
2785750658	78
2572268096	735
2605930386	63
203088200	1231
376268616	21
2801960469	1865
2441941775	1246
596719278	25
72506570	286
1068809875	9
2425646704	296
213219891	1259
161199279	216
295641215	617
1281298987	296
3065051890	5
2971201923	2
2786477354	94
200524435	2393
3432398303	10
771018909159985152	1
248670810	8
2588247704	4
353672532	113
1933191692	478
583971813	188
548013231	577
383927282	109
116021045	606
2445318231	130
228009789	3390
1687507280	342
2422358441	453
82234344	269
2313894266	130
101264587	364
23617145	127
19500405	4
229139732	19
14377605	37
14352556	113
31695844	12
20043573	3
196994616	30
415552102	54
22341769	88
16710420	157
396160155	1
786023126	458
31444922	2
2194973270	1099
2316333755	231
714380893	984
61953507	3
29807088	30
532213527	1
1936536769	102
414396340	107
136862815	492
310429550	84
17525171	78
973551138	255
2824202307	1
2198316337	56
23480093	25
97012468	1410
289118612	313
704034081898668032	160
751630413769113600	41
113755723	5
2788667618	75
2565559861	1
2785618938	110
2403125135	1279
45609049	2
2372906217	6
337507665	12
2280482544	10
793841773	1
2254435818	1289
18301196	4
774253807	1031
386039846	14
24258355	24
2401999283	115
17139483	1036
14256353	149
2246294448	822
2188943372	265
880018682	75
17547367	1
3306629815	75
784954294718136320	22
2809015505	80
703382732911611904	2
3332115436	1
1682449783	2
2427682949	858
2254154676	542
1524377978	1
411967865	27
1377171380	158
2534367226	553
2786149584	71
2813288934	75
3504476813	386
744489905686872064	8
429024596	8
4534457414	1
2451689848	173
559047384	3
1977765019	3
2446423995	2
2309654814	224
60404873	3
2485648106	39
771010897401810944	46
228554424	12
455931830	11
37736362	12
16988803	232
3078942992	194
529474593	1
66494320	382
512210165	94
2528945879	24
2415881422	1213
4202256748	2
2394277164	1
2574956743	16
4261318354	551
479862285	12
2776604420	52
2196634009	1074
758084942	5
2299032544	365
1393625407	3
3750897171	94
18544958	3
229141520	5
1690967822	60
513438857	262
111216929	258
3498448812	500
701936273158701056	7
301847117	2
2591802858	1
1489160666	9
179719307	14
2561618000	1
2804496782	52
2795442835	37
2786635363	125
2777054412	89
2787264446	137
167345432	257
3382008041	159
611681539	1
1261662584	1
2345429839	4
2833464447	1
1264431793	5
2798265816	33
25989394	2
4163988556	5
594233612	32
2716100047	175
52944689	6
25058617	6
319504286	1
2865078826	88
17836882	183
1624869205	2
2754168612	2
1882738304	142
311619290	8
2257312866	199
306988337	2188
2787032533	125
369715251	35
4060902233	118
276363694	1182
2904848900	15
1558510549	79
860842819	46
3822233052	8
186278633	28
706223038	2
3330905427	17
